,indice,indice_original_lower_pivot,valor_rsi,support_slope,support_intercept,inicio_janela,fim_janela,mapeado,x_min,x_max,num_zeros
298,298.0,974.0,29.01833442109171,0.4179199407087733,-378.0356878292535,909.0,1008.0,0.0,0.0,0.0,0.0
299,299.0,974.0,29.01833442109171,-0.13638802241066783,161.86026824908217,909.0,1008.0,0.0,0.0,0.0,0.0
300,300.0,974.0,29.01833442109171,0.4179199407087733,-378.0356878292535,917.0,1016.0,0.0,0.0,0.0,0.0
301,301.0,974.0,29.01833442109171,-0.13638802241066783,161.86026824908217,917.0,1016.0,0.0,0.0,0.0,0.0
302,302.0,974.0,29.01833442109171,0.4179199407087733,-378.0356878292535,921.0,1020.0,0.0,0.0,0.0,0.0
303,303.0,974.0,29.01833442109171,-0.278276539910372,300.059684293794,921.0,1020.0,0.0,0.0,0.0,0.0
304,304.0,974.0,29.01833442109171,0.4179199407087733,-378.0356878292535,924.0,1023.0,0.0,0.0,0.0,0.0
305,305.0,974.0,29.01833442109171,-0.278276539910372,300.059684293794,924.0,1023.0,0.0,0.0,0.0,0.0
306,306.0,974.0,29.01833442109171,0.4179199407087733,-378.0356878292535,930.0,1029.0,0.0,0.0,0.0,0.0
307,307.0,974.0,29.01833442109171,-0.278276539910372,300.059684293794,930.0,1029.0,0.0,0.0,0.0,0.0
308,308.0,974.0,29.01833442109171,0.40843620123295576,-368.79852557980723,938.0,1037.0,1.0,974.0,1030.0,3.0
309,309.0,974.0,29.01833442109171,-0.278276539910372,300.059684293794,938.0,1037.0,0.0,0.0,0.0,0.0
310,310.0,974.0,29.01833442109171,0.40843620123295576,-368.79852557980723,939.0,1038.0,1.0,974.0,1030.0,3.0
311,311.0,974.0,29.01833442109171,-0.278276539910372,300.059684293794,939.0,1038.0,0.0,0.0,0.0,0.0
312,312.0,974.0,29.01833442109171,0.2552632011761302,-219.60802352445913,943.0,1042.0,0.0,0.0,0.0,0.0
313,313.0,974.0,29.01833442109171,-0.7880347547911855,796.5641855877063,943.0,1042.0,1.0,947.0,1038.0,3.0
314,314.0,974.0,29.01833442109171,0.11684796213941231,-84.79158070269588,947.0,1046.0,1.0,898.0,1043.0,3.0
315,315.0,974.0,29.01833442109171,-0.7880347547911855,796.5641855877063,947.0,1046.0,1.0,947.0,1043.0,3.0
316,316.0,974.0,29.01833442109171,0.11684796213941231,-84.79158070269588,954.0,1053.0,1.0,898.0,1043.0,3.0
317,317.0,974.0,29.01833442109171,-0.9887844644865424,992.094402830984,954.0,1053.0,0.0,0.0,0.0,0.0
318,318.0,1043.0,37.08084380871116,2.5479156662115483,-2620.395196049934,958.0,1057.0,0.0,0.0,0.0,0.0
319,319.0,1043.0,37.08084380871116,0.11684796213941231,-84.79158070269588,958.0,1057.0,1.0,898.0,1054.0,3.0
320,320.0,1043.0,37.08084380871116,2.5479156662115483,-2620.395196049934,967.0,1066.0,0.0,0.0,0.0,0.0
321,321.0,1043.0,37.08084380871116,0.11684796213941231,-84.79158070269588,967.0,1066.0,1.0,898.0,1054.0,3.0
322,322.0,1043.0,37.08084380871116,2.5479156662115483,-2620.395196049934,969.0,1068.0,0.0,0.0,0.0,0.0
323,323.0,1043.0,37.08084380871116,0.11684796213941231,-84.79158070269588,969.0,1068.0,1.0,898.0,1067.0,3.0
324,324.0,1043.0,37.08084380871116,0.25485178442341844,-228.72956734491424,971.0,1070.0,0.0,0.0,0.0,0.0
325,325.0,1043.0,37.08084380871116,0.11684796213941231,-84.79158070269588,971.0,1070.0,1.0,898.0,1067.0,3.0
326,326.0,974.0,29.01833442109171,0.11684796213941231,-84.79158070269588,974.0,1073.0,1.0,898.0,1071.0,3.0
327,327.0,1043.0,37.08084380871116,0.25485178442341844,-228.72956734491424,977.0,1076.0,1.0,1043.0,1071.0,3.0
328,328.0,1043.0,37.08084380871116,-0.03368802714526817,72.21745612122587,977.0,1076.0,0.0,0.0,0.0,0.0
329,329.0,997.0,38.630493057393494,-0.03368802714526817,72.21745612122587,994.0,1093.0,0.0,0.0,0.0,0.0
330,330.0,997.0,38.630493057393494,-0.3947157952580858,432.16214092970506,997.0,1096.0,0.0,0.0,0.0,0.0
331,331.0,1094.0,0.34306091735916766,-0.6433258598642492,704.1415516088477,1004.0,1103.0,0.0,0.0,0.0,0.0
332,332.0,1094.0,0.34306091735916766,2.9261287734615875,-3200.8418172496176,1009.0,1108.0,0.0,0.0,0.0,0.0
333,333.0,1094.0,0.34306091735916766,-0.6433258598642492,704.1415516088477,1009.0,1108.0,0.0,0.0,0.0,0.0
334,334.0,1094.0,0.34306091735916766,2.9261287734615875,-3200.8418172496176,1013.0,1112.0,0.0,0.0,0.0,0.0
335,335.0,1094.0,0.34306091735916766,-0.7203486841441566,788.4045213710665,1013.0,1112.0,0.0,0.0,0.0,0.0
336,336.0,1094.0,0.34306091735916766,1.7894940698217934,-1957.3634514676828,1021.0,1120.0,0.0,0.0,0.0,0.0
337,337.0,1094.0,0.34306091735916766,-0.7203486841441566,788.4045213710665,1021.0,1120.0,0.0,0.0,0.0,0.0
338,338.0,1094.0,0.34306091735916766,1.3430261271238322,-1468.9275221561131,1030.0,1129.0,0.0,0.0,0.0,0.0
339,339.0,1094.0,0.34306091735916766,-0.7203486841441566,788.4045213710665,1030.0,1129.0,0.0,0.0,0.0,0.0
340,340.0,1094.0,0.34306091735916766,1.3430261271238322,-1468.9275221561131,1038.0,1137.0,0.0,0.0,0.0,0.0
341,341.0,1094.0,0.34306091735916766,-0.7203486841441566,788.4045213710665,1038.0,1137.0,0.0,0.0,0.0,0.0
342,342.0,1094.0,0.34306091735916766,1.3430261271238322,-1468.9275221561131,1040.0,1139.0,0.0,0.0,0.0,0.0
343,343.0,1094.0,0.34306091735916766,-0.7203486841441566,788.4045213710665,1040.0,1139.0,0.0,0.0,0.0,0.0
344,344.0,1094.0,0.34306091735916766,0.7722691518017435,-844.5193911537482,1043.0,1142.0,0.0,0.0,0.0,0.0
345,345.0,1094.0,0.34306091735916766,-0.7203486841441566,788.4045213710665,1043.0,1142.0,0.0,0.0,0.0,0.0
346,346.0,1094.0,0.34306091735916766,0.7722691518017435,-844.5193911537482,1047.0,1146.0,0.0,0.0,0.0,0.0
347,347.0,1094.0,0.34306091735916766,-1.5871935450931123,1736.7327992492242,1047.0,1146.0,1.0,1054.0,1140.0,3.0
348,348.0,1094.0,0.34306091735916766,0.7722691518017435,-844.5193911537482,1051.0,1150.0,0.0,0.0,0.0,0.0
349,349.0,1094.0,0.34306091735916766,-1.5871935450931123,1736.7327992492242,1051.0,1150.0,1.0,1054.0,1147.0,3.0
350,350.0,1094.0,0.34306091735916766,0.7722691518017435,-844.5193911537482,1054.0,1153.0,0.0,0.0,0.0,0.0
351,351.0,1094.0,0.34306091735916766,-1.5871935450931123,1736.7327992492242,1054.0,1153.0,1.0,1054.0,1151.0,3.0
352,352.0,1094.0,0.34306091735916766,0.7722691518017435,-844.5193911537482,1057.0,1156.0,0.0,0.0,0.0,0.0
353,353.0,1094.0,0.34306091735916766,-1.5871935450931123,1736.7327992492242,1057.0,1156.0,1.0,1054.0,1151.0,3.0
354,354.0,1094.0,0.34306091735916766,0.5204873866182544,-569.0701400430112,1064.0,1163.0,0.0,0.0,0.0,0.0
355,355.0,1094.0,0.34306091735916766,-1.5871935450931123,1736.7327992492242,1064.0,1163.0,1.0,1054.0,1157.0,3.0
356,356.0,1094.0,0.34306091735916766,0.33276164756527954,-363.6981815190567,1067.0,1166.0,0.0,0.0,0.0,0.0
357,357.0,1094.0,0.34306091735916766,-1.5871935450931123,1736.7327992492242,1067.0,1166.0,1.0,1054.0,1164.0,3.0
358,358.0,1094.0,0.34306091735916766,0.33276164756527954,-363.6981815190567,1071.0,1170.0,0.0,0.0,0.0,0.0
359,359.0,1094.0,0.34306091735916766,-1.9687798434970916,2154.1882097031776,1071.0,1170.0,0.0,0.0,0.0,0.0
360,360.0,1164.0,23.636376246928734,0.33276164756527954,-363.6981815190567,1077.0,1176.0,0.0,0.0,0.0,0.0
361,361.0,1164.0,23.636376246928734,0.33276164756527954,-363.6981815190567,1094.0,1193.0,0.0,0.0,0.0,0.0
362,362.0,1164.0,23.636376246928734,-0.09946620675077185,139.41504090482715,1096.0,1195.0,0.0,0.0,0.0,0.0
363,363.0,1164.0,23.636376246928734,0.39500093949794635,-436.1447173286808,1104.0,1203.0,0.0,0.0,0.0,0.0
364,364.0,1164.0,23.636376246928734,-0.09946620675077185,139.41504090482715,1104.0,1203.0,0.0,0.0,0.0,0.0
365,365.0,1164.0,23.636376246928734,0.39500093949794635,-436.1447173286808,1105.0,1204.0,0.0,0.0,0.0,0.0
366,366.0,1164.0,23.636376246928734,-0.2099425881773433,268.00954888535637,1105.0,1204.0,0.0,0.0,0.0,0.0
367,367.0,1164.0,23.636376246928734,0.39500093949794635,-436.1447173286808,1113.0,1212.0,0.0,0.0,0.0,0.0
368,368.0,1164.0,23.636376246928734,-0.2099425881773433,268.00954888535637,1113.0,1212.0,0.0,0.0,0.0,0.0
369,369.0,1164.0,23.636376246928734,0.39500093949794635,-436.1447173286808,1115.0,1214.0,0.0,0.0,0.0,0.0
370,370.0,1164.0,23.636376246928734,-0.3015904675063698,374.68768042434317,1115.0,1214.0,0.0,0.0,0.0,0.0
371,371.0,1164.0,23.636376246928734,0.39500093949794635,-436.1447173286808,1121.0,1220.0,0.0,0.0,0.0,0.0
372,372.0,1164.0,23.636376246928734,-0.3015904675063698,374.68768042434317,1121.0,1220.0,0.0,0.0,0.0,0.0
373,373.0,1164.0,23.636376246928734,0.39500093949794635,-436.1447173286808,1123.0,1222.0,0.0,0.0,0.0,0.0
374,374.0,1164.0,23.636376246928734,-0.5096277355546098,616.8430604324946,1123.0,1222.0,0.0,0.0,0.0,0.0
375,375.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1130.0,1229.0,0.0,0.0,0.0,0.0
376,376.0,1164.0,23.636376246928734,-0.5096277355546098,616.8430604324946,1130.0,1229.0,0.0,0.0,0.0,0.0
377,377.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1139.0,1238.0,0.0,0.0,0.0,0.0
378,378.0,1164.0,23.636376246928734,-0.5096277355546098,616.8430604324946,1139.0,1238.0,0.0,0.0,0.0,0.0
379,379.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1140.0,1239.0,0.0,0.0,0.0,0.0
380,380.0,1164.0,23.636376246928734,-0.5096277355546098,616.8430604324946,1140.0,1239.0,0.0,0.0,0.0,0.0
381,381.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1147.0,1246.0,0.0,0.0,0.0,0.0
382,382.0,1164.0,23.636376246928734,-1.3567700039114945,1602.9166607999082,1147.0,1246.0,0.0,0.0,0.0,0.0
383,383.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1148.0,1247.0,0.0,0.0,0.0,0.0
384,384.0,1164.0,23.636376246928734,-1.3567700039114945,1602.9166607999082,1148.0,1247.0,0.0,0.0,0.0,0.0
385,385.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1151.0,1250.0,0.0,0.0,0.0,0.0
386,386.0,1164.0,23.636376246928734,-1.3567700039114945,1602.9166607999082,1151.0,1250.0,0.0,0.0,0.0,0.0
387,387.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1156.0,1255.0,0.0,0.0,0.0,0.0
388,388.0,1164.0,23.636376246928734,-1.3567700039114945,1602.9166607999082,1156.0,1255.0,0.0,0.0,0.0,0.0
389,389.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1157.0,1256.0,0.0,0.0,0.0,0.0
390,390.0,1164.0,23.636376246928734,-1.3567700039114945,1602.9166607999082,1157.0,1256.0,0.0,0.0,0.0,0.0
391,391.0,1164.0,23.636376246928734,0.15216685501646776,-153.48584299223975,1164.0,1263.0,0.0,0.0,0.0,0.0
392,392.0,1223.0,32.61422069290033,0.7273616507428727,-856.9490781656331,1166.0,1265.0,0.0,0.0,0.0,0.0
393,393.0,1223.0,32.61422069290033,-0.13563650436898833,198.4976655361731,1166.0,1265.0,0.0,0.0,0.0,0.0
394,394.0,1223.0,32.61422069290033,0.7273616507428727,-856.9490781656331,1173.0,1272.0,0.0,0.0,0.0,0.0
395,395.0,1223.0,32.61422069290033,-0.13563650436898833,198.4976655361731,1173.0,1272.0,0.0,0.0,0.0,0.0
396,396.0,1273.0,19.942408779571437,-0.21212983806872182,289.98369264105435,1196.0,1295.0,0.0,0.0,0.0,0.0
397,397.0,1273.0,19.942408779571437,1.9616445273880625,-2477.231074585432,1205.0,1304.0,0.0,0.0,0.0,0.0
398,398.0,1273.0,19.942408779571437,-0.2534362382665779,342.5667400929251,1205.0,1304.0,0.0,0.0,0.0,0.0
399,399.0,1273.0,19.942408779571437,1.9616445273880625,-2477.231074585432,1212.0,1311.0,0.0,0.0,0.0,0.0
400,400.0,1273.0,19.942408779571437,-0.2534362382665779,342.5667400929251,1212.0,1311.0,0.0,0.0,0.0,0.0
401,401.0,1273.0,19.942408779571437,0.8731940276687442,-1091.63358844274,1215.0,1314.0,0.0,0.0,0.0,0.0
402,402.0,1273.0,19.942408779571437,-0.2534362382665779,342.5667400929251,1215.0,1314.0,0.0,0.0,0.0,0.0
403,403.0,1273.0,19.942408779571437,0.8731940276687442,-1091.63358844274,1223.0,1322.0,0.0,0.0,0.0,0.0
404,404.0,1273.0,19.942408779571437,-0.2534362382665779,342.5667400929251,1223.0,1322.0,0.0,0.0,0.0,0.0
405,405.0,1273.0,19.942408779571437,0.7305969896478471,-910.107559042138,1227.0,1326.0,0.0,0.0,0.0,0.0
406,406.0,1273.0,19.942408779571437,-1.1043594284376321,1425.7919611806772,1227.0,1326.0,0.0,0.0,0.0,0.0
407,407.0,1273.0,19.942408779571437,0.7305969896478471,-910.107559042138,1233.0,1332.0,1.0,1273.0,1327.0,3.0
408,408.0,1273.0,19.942408779571437,-1.1043594284376321,1425.7919611806772,1233.0,1332.0,0.0,0.0,0.0,0.0
409,409.0,1273.0,19.942408779571437,0.7305969896478471,-910.107559042138,1239.0,1338.0,1.0,1273.0,1333.0,3.0
410,410.0,1273.0,19.942408779571437,-1.1043594284376321,1425.7919611806772,1239.0,1338.0,0.0,0.0,0.0,0.0
411,411.0,1273.0,19.942408779571437,0.7305969896478471,-910.107559042138,1240.0,1339.0,1.0,1273.0,1333.0,3.0
412,412.0,1273.0,19.942408779571437,-1.2342341272760284,1591.1224528019557,1240.0,1339.0,0.0,0.0,0.0,0.0
413,413.0,1273.0,19.942408779571437,0.7305969896478471,-910.107559042138,1248.0,1347.0,1.0,1273.0,1340.0,3.0
414,414.0,1273.0,19.942408779571437,-1.2342341272760284,1591.1224528019557,1248.0,1347.0,0.0,0.0,0.0,0.0
415,415.0,1273.0,19.942408779571437,0.7305969896478471,-910.107559042138,1256.0,1355.0,1.0,1273.0,1340.0,3.0
416,416.0,1273.0,19.942408779571437,-2.4606645222056187,3152.368345547324,1256.0,1355.0,0.0,0.0,0.0,0.0
417,417.0,1356.0,31.74293640826663,0.1421750316710264,-161.04640653764517,1261.0,1360.0,0.0,0.0,0.0,0.0
418,418.0,1361.0,27.293558583335127,0.08353579322458739,-86.39865599532831,1266.0,1365.0,0.0,0.0,0.0,0.0
419,419.0,1361.0,27.293558583335127,0.08353579322458739,-86.39865599532831,1267.0,1366.0,0.0,0.0,0.0,0.0
420,420.0,1273.0,19.942408779571437,0.07136121798900351,-70.90042172043003,1273.0,1372.0,1.0,1273.0,1367.0,3.0
421,421.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1288.0,1387.0,0.0,0.0,0.0,0.0
422,422.0,1361.0,27.293558583335127,-0.5449676994962721,768.9945975977614,1288.0,1387.0,1.0,1312.0,1367.0,3.0
423,423.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1293.0,1392.0,0.0,0.0,0.0,0.0
424,424.0,1361.0,27.293558583335127,-0.5449676994962721,768.9945975977614,1293.0,1392.0,1.0,1312.0,1388.0,3.0
425,425.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1296.0,1395.0,0.0,0.0,0.0,0.0
426,426.0,1361.0,27.293558583335127,-0.5449676994962721,768.9945975977614,1296.0,1395.0,1.0,1312.0,1393.0,3.0
427,427.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1312.0,1411.0,0.0,0.0,0.0,0.0
428,428.0,1361.0,27.293558583335127,-0.5449676994962721,768.9945975977614,1312.0,1411.0,1.0,1312.0,1393.0,3.0
429,429.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1314.0,1413.0,0.0,0.0,0.0,0.0
430,430.0,1361.0,27.293558583335127,-0.7678605178586492,1072.3517233889568,1314.0,1413.0,1.0,1323.0,1393.0,3.0
431,431.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1323.0,1422.0,0.0,0.0,0.0,0.0
432,432.0,1361.0,27.293558583335127,-0.7678605178586492,1072.3517233889568,1323.0,1422.0,1.0,1323.0,1414.0,3.0
433,433.0,1361.0,27.293558583335127,-0.10719921879956,173.19169536953626,1327.0,1426.0,0.0,0.0,0.0,0.0
434,434.0,1361.0,27.293558583335127,-0.8898755649863006,1238.4142025296903,1327.0,1426.0,0.0,0.0,0.0,0.0
435,435.0,1367.0,26.650363270537767,-0.05133848577523553,96.83007332528474,1333.0,1432.0,1.0,1361.0,1414.0,3.0
436,436.0,1367.0,26.650363270537767,-0.10719921879956,173.19169536953626,1333.0,1432.0,0.0,0.0,0.0,0.0
437,437.0,1414.0,24.237454439101697,-0.05133848577523553,96.83007332528474,1340.0,1439.0,1.0,1361.0,1414.0,3.0
438,438.0,1414.0,24.237454439101697,-0.05133848577523553,96.83007332528474,1343.0,1442.0,1.0,1361.0,1414.0,3.0
439,439.0,1414.0,24.237454439101697,0.4573305747401781,-622.4279782435101,1348.0,1447.0,0.0,0.0,0.0,0.0
440,440.0,1414.0,24.237454439101697,-0.05133848577523553,96.83007332528474,1348.0,1447.0,1.0,1361.0,1443.0,3.0
441,441.0,1414.0,24.237454439101697,0.4573305747401781,-622.4279782435101,1356.0,1455.0,0.0,0.0,0.0,0.0
442,442.0,1414.0,24.237454439101697,-0.05133848577523553,96.83007332528474,1356.0,1455.0,1.0,1361.0,1448.0,3.0
